id,from,to,subject,body,label
47,morgan.rnt@company.com,you@example.com,Shared File: Review Needed,"Hi, please review the attached document and confirm receipt. Use the secure portal to confirm.

Request ID: 51BZWRXSGZ
Portal: http://delivery-confirm.example.co/EL4USZ

This request is time-sensitive.
Logistics",1
48,sam.5yr@portal-access.org,you@portal-access.org,Team Access Request,"There is a pending approval on your account. Please sign in to continue. Use the secure portal to confirm.

Request ID: F4K2XV0J4T
Portal: http://portal-access.org/14JONC

Thank you for your prompt attention.
IT Support",1
49,avery.1nj@company.com,you@portal-access.org,Updated Policy Document,"Your access may require re-authentication due to routine checks. Use the secure portal to confirm.

Request ID: TRJIYM768J
Portal: http://portal-access.org/SDMCS8

This request is time-sensitive.
Security Team",1
50,casey.hls@portal-access.org,you@university.ca,Invoice Attached,"A shared file requires verification to display correctly. Open the shared link to view the document.

Request ID: N2NTH2U0UR
Portal: http://update-billing.example.org/GZS9AU

If you did not request this, confirm immediately.
Security Team",1
51,taylor.mn4@portal-access.org,you@university.ca,Account Notice,"Your access may require re-authentication due to routine checks. Please sign in to review.

Request ID: 33WYGML42K
Portal: http://signin-docs.example.info/9CCLC8

Do not ignore this message.
Project Office",1
52,drew.qzl@portal-access.org,you@example.com,Document Signature Request,"A shared file requires verification to display correctly. Sign in to approve the request.

Request ID: Y9HTDOBO64
Portal: http://update-billing.example.org/Z9T4SD

If you did not request this, confirm immediately.
Payroll",1
53,alex.vmw@service-mail.net,you@service-mail.net,Invoice Attached,"A voicemail message is ready. Sign in to listen. Please sign in to review.

Request ID: 7GMM3G77HT
Portal: http://service-mail.net/E6RWLI

If you did not request this, confirm immediately.
Library",1
54,jordan.t04@service-mail.net,you@example.com,Shared File: Review Needed,"A shared file requires verification to display correctly. Please sign in to review.

Request ID: W51I424QZ0
Portal: http://update-billing.example.org/1DCR51

This request is time-sensitive.
Logistics",1
55,jordan.kjl@university.ca,you@service-mail.net,Shared File: Review Needed,"A shared file requires verification to display correctly. Use the secure portal to confirm.

Request ID: L99A5C5IN8
Portal: http://service-mail.net/QFP4GN

Thank you for your prompt attention.
Security Team",1
56,cameron.nsg@company.com,you@university.ca,Document Signature Request,"A shared file requires verification to display correctly. Confirm your details at the portal.

Request ID: KPU13XBC4F
Portal: http://account-verify.example.net/1CF71X

Failure to act may result in account suspension.
Finance",1
57,casey.nvt@university.ca,you@portal-access.org,Updated Policy Document,"There is a pending approval on your account. Please sign in to continue. Use the secure portal to confirm.

Request ID: RER7OUPSB5
Portal: http://portal-access.org/UMKG74

If you did not request this, confirm immediately.
Finance",1
58,alex.cuh@service-mail.net,you@university.ca,Account Notice,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: AFXW9XSA8R
Portal: http://secure-login.example.com/4B4RHO

Do not ignore this message.
Finance",1
59,sam.7kp@portal-access.org,you@portal-access.org,Re: Previous Conversation,"Hi, please review the attached document and confirm receipt. Open the shared link to view the document.

Request ID: QBNSVTIRCE
Portal: http://signin-docs.example.info/FTARWV

Thank you for your prompt attention.
Payroll",1
60,casey.z2p@company.com,you@portal-access.org,Updated Policy Document,"We noticed an issue processing your recent request. Please confirm details. Open the shared link to view the document.

Request ID: TEBVDN172A
Portal: http://signin-docs.example.info/M0DPGG

Failure to act may result in account suspension.
IT Support",1
61,avery.pir@service-mail.net,you@example.com,Security Check,"Hi, please review the attached document and confirm receipt. Sign in to approve the request.

Request ID: T55G03R4GM
Portal: http://secure-login.example.com/S0QK5O

If you did not request this, confirm immediately.
Project Office",1
62,drew.dxa@portal-access.org,you@company.com,Updated Policy Document,"We noticed an issue processing your recent request. Please confirm details. Confirm your details at the portal.

Request ID: KF7DM7DFX7
Portal: http://update-billing.example.org/LXG9U4

If you did not request this, confirm immediately.
Payroll",1
63,jamie.czf@service-mail.net,you@university.ca,Team Access Request,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: TOD0FTB91S
Portal: http://account-verify.example.net/6ATC3J

If you did not request this, confirm immediately.
Payroll",1
64,alex.76u@portal-access.org,you@university.ca,Security Check,"There is a pending approval on your account. Please sign in to continue. Use the secure portal to confirm.

Request ID: HB1F1AEMDQ
Portal: http://service-mail.net/M0R84G

This request is time-sensitive.
Project Office",1
65,taylor.33f@portal-access.org,you@example.com,Security Check,"Hi, please review the attached document and confirm receipt. Please sign in to review.

Request ID: MACN7NMKM9
Portal: http://portal-access.org/77V8JI

This request is time-sensitive.
HR",1
66,quinn.04z@service-mail.net,you@service-mail.net,Security Check,"Hi, please review the attached document and confirm receipt. Open the shared link to view the document.

Request ID: U19F6ZRFQW
Portal: http://signin-docs.example.info/0A8J18

Do not ignore this message.
Security Team",1
67,drew.lgs@service-mail.net,you@portal-access.org,Document Signature Request,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: GREJEOA2JB
Portal: http://delivery-confirm.example.co/THO878

Failure to act may result in account suspension.
Logistics",1
68,avery.225@example.com,you@portal-access.org,Document Signature Request,"There is a pending approval on your account. Please sign in to continue. Please sign in to review.

Request ID: 44ZYSUXAP8
Portal: http://update-billing.example.org/HQCJ3B

Do not ignore this message.
Library",1
69,sam.yme@example.com,you@service-mail.net,Document Signature Request,"A shared file requires verification to display correctly. Sign in to approve the request.

Request ID: DAJD3I8YGZ
Portal: http://update-billing.example.org/LSC32U

Failure to act may result in account suspension.
Project Office",1
70,cameron.lpl@company.com,you@university.ca,Account Notice,"Hi, please review the attached document and confirm receipt. Please sign in to review.

Request ID: ABQE6E02LT
Portal: http://delivery-confirm.example.co/9WN9J8

Failure to act may result in account suspension.
Finance",1
71,drew.tbi@example.com,you@company.com,Document Signature Request,"Your account preferences need confirmation. Use the secure portal to confirm.

Request ID: N0M1D5U8LE
Portal: http://update-billing.example.org/3YPK6W

If you did not request this, confirm immediately.
Registrar",1
72,jamie.iwd@service-mail.net,you@company.com,Team Access Request,"Your access may require re-authentication due to routine checks. Open the shared link to view the document.

Request ID: H9V4U13S7E
Portal: http://secure-login.example.com/Z56VVR

This request is time-sensitive.
Project Office",1
73,avery.hv0@portal-access.org,you@portal-access.org,Shared File: Review Needed,"Your access may require re-authentication due to routine checks. Please sign in to review.

Request ID: VP21KRO8N9
Portal: http://account-verify.example.net/X3GMW9

Failure to act may result in account suspension.
IT Support",1
74,morgan.okh@example.com,you@service-mail.net,Invoice Attached,"There is a pending approval on your account. Please sign in to continue. Please sign in to review.

Request ID: OX3FTZZC68
Portal: http://delivery-confirm.example.co/QAABP0

Failure to act may result in account suspension.
Logistics",1
75,casey.6fc@example.com,you@example.com,Security Check,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: 1K3SD4YRVP
Portal: http://update-billing.example.org/N1OOSM

This request is time-sensitive.
Logistics",1
76,taylor.w0w@company.com,you@university.ca,New Voicemail Notification,"We noticed an issue processing your recent request. Please confirm details. Open the shared link to view the document.

Request ID: LAJ3HZ16IO
Portal: http://account-verify.example.net/A5AIC5

This request is time-sensitive.
Payroll",1
77,quinn.50b@portal-access.org,you@university.ca,Account Notice,"We noticed an issue processing your recent request. Please confirm details. Please sign in to review.

Request ID: 40H4B9DFCX
Portal: http://secure-login.example.com/DWK4AK

Failure to act may result in account suspension.
Finance",1
78,jamie.sx7@portal-access.org,you@service-mail.net,Action Needed: Confirm Details,"Your access may require re-authentication due to routine checks. Please sign in to review.

Request ID: F0BQJ1ZYHB
Portal: http://service-mail.net/XZA46N

Failure to act may result in account suspension.
HR",1
79,avery.xme@portal-access.org,you@university.ca,Invoice Attached,"There is a pending approval on your account. Please sign in to continue. Open the shared link to view the document.

Request ID: MOHL05Q4ES
Portal: http://delivery-confirm.example.co/02NG8V

This request is time-sensitive.
IT Support",1
80,sam.1aw@portal-access.org,you@company.com,Account Notice,"Your account preferences need confirmation. Sign in to approve the request.

Request ID: 1E9UVGDZ0X
Portal: http://signin-docs.example.info/JR1X6D

If you did not request this, confirm immediately.
Logistics",1
81,morgan.pae@university.ca,you@company.com,Shared File: Review Needed,"Your account preferences need confirmation. Use the secure portal to confirm.

Request ID: 2E67MHFHPZ
Portal: http://signin-docs.example.info/7U8PXA

If you did not request this, confirm immediately.
Student Services",1
82,morgan.7ja@service-mail.net,you@example.com,Document Signature Request,"Your access may require re-authentication due to routine checks. Sign in to approve the request.

Request ID: SGGBUZ22VC
Portal: http://account-verify.example.net/VTAOIS

Failure to act may result in account suspension.
Registrar",1
83,quinn.m0a@company.com,you@company.com,Team Access Request,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: UDP9OS130N
Portal: http://delivery-confirm.example.co/ZHWAGG

Failure to act may result in account suspension.
Student Services",1
84,riley.ppq@company.com,you@university.ca,Shared File: Review Needed,"There is a pending approval on your account. Please sign in to continue. Open the shared link to view the document.

Request ID: B2X1FCSVYG
Portal: http://service-mail.net/U8J38Y

Failure to act may result in account suspension.
Registrar",1
85,jordan.5sp@portal-access.org,you@university.ca,Team Access Request,"Your account preferences need confirmation. Please sign in to review.

Request ID: TRZ365RA6H
Portal: http://delivery-confirm.example.co/4O8J0F

Thank you for your prompt attention.
Registrar",1
86,jamie.7az@portal-access.org,you@company.com,Security Check,"We noticed an issue processing your recent request. Please confirm details. Open the shared link to view the document.

Request ID: WZTEQCG9NE
Portal: http://update-billing.example.org/PCVIHW

Do not ignore this message.
Registrar",1
87,avery.0uc@example.com,you@portal-access.org,Security Check,"Hi, please review the attached document and confirm receipt. Confirm your details at the portal.

Request ID: RG5YGILN96
Portal: http://delivery-confirm.example.co/P3YEWV

If you did not request this, confirm immediately.
Student Services",1
88,cameron.brh@company.com,you@service-mail.net,Re: Previous Conversation,"Hi, please review the attached document and confirm receipt. Open the shared link to view the document.

Request ID: R9EJ2M7AIL
Portal: http://account-verify.example.net/4DY593

Thank you for your prompt attention.
Finance",1
89,casey.8a5@company.com,you@university.ca,Re: Previous Conversation,"There is a pending approval on your account. Please sign in to continue. Please sign in to review.

Request ID: EZ83AFQZ9K
Portal: http://secure-login.example.com/Q84HB7

Thank you for your prompt attention.
Student Services",1
90,cameron.ic0@service-mail.net,you@service-mail.net,Action Needed: Confirm Details,"Hi, please review the attached document and confirm receipt. Use the secure portal to confirm.

Request ID: 8UV92MD7C7
Portal: http://portal-access.org/7X8V0V

Thank you for your prompt attention.
Finance",1
91,jordan.fqc@example.com,you@university.ca,Document Signature Request,"Hi, please review the attached document and confirm receipt. Confirm your details at the portal.

Request ID: MMY1TJZIMC
Portal: http://delivery-confirm.example.co/N1YHGJ

Thank you for your prompt attention.
IT Support",1
92,avery.rrv@company.com,you@service-mail.net,Action Needed: Confirm Details,"Your access may require re-authentication due to routine checks. Open the shared link to view the document.

Request ID: FSD1U6D5QF
Portal: http://portal-access.org/7IJG8R

If you did not request this, confirm immediately.
Finance",1
93,drew.mv0@service-mail.net,you@example.com,Document Signature Request,"Your access may require re-authentication due to routine checks. Sign in to approve the request.

Request ID: Y6E3L7281O
Portal: http://account-verify.example.net/S2CTUZ

This request is time-sensitive.
Library",1
94,drew.5lc@example.com,you@university.ca,Security Check,"We noticed an issue processing your recent request. Please confirm details. Sign in to approve the request.

Request ID: N11OWQMIDF
Portal: http://portal-access.org/7JW3KH

Do not ignore this message.
IT Support",1
95,taylor.qrn@university.ca,you@service-mail.net,New Voicemail Notification,"We noticed an issue processing your recent request. Please confirm details. Confirm your details at the portal.

Request ID: YS1WDXR17M
Portal: http://signin-docs.example.info/4IXA3Q

Thank you for your prompt attention.
HR",1
96,quinn.ele@service-mail.net,you@university.ca,Security Check,"Hi, please review the attached document and confirm receipt. Confirm your details at the portal.

Request ID: 7KKUN89EIG
Portal: http://update-billing.example.org/QKY5CA

Do not ignore this message.
HR",1
97,riley.zkv@university.ca,you@service-mail.net,Shared File: Review Needed,"A shared file requires verification to display correctly. Please sign in to review.

Request ID: FAK6F9B50K
Portal: http://delivery-confirm.example.co/DK9LKD

If you did not request this, confirm immediately.
Payroll",1
98,riley.gml@company.com,you@university.ca,Invoice Attached,"A voicemail message is ready. Sign in to listen. Open the shared link to view the document.

Request ID: Q3F4HDJZ4M
Portal: http://signin-docs.example.info/N3F808

Do not ignore this message.
HR",1
99,alex.vhy@service-mail.net,you@company.com,New Voicemail Notification,"Your access may require re-authentication due to routine checks. Use the secure portal to confirm.

Request ID: 2A2M2FUY1F
Portal: http://portal-access.org/PLUY6R

Thank you for your prompt attention.
Logistics",1
100,quinn.rsn@service-mail.net,you@service-mail.net,Action Needed: Confirm Details,"Your access may require re-authentication due to routine checks. Open the shared link to view the document.

Request ID: BT7C6U90Z1
Portal: http://signin-docs.example.info/PE45ZH

If you did not request this, confirm immediately.
Security Team",1
101,sam.36n@service-mail.net,you@service-mail.net,Invoice Attached,"A voicemail message is ready. Sign in to listen. Please sign in to review.

Request ID: NVU0KYN2RX
Portal: http://account-verify.example.net/9KA6SX

Failure to act may result in account suspension.
Payroll",1
102,avery.ts0@university.ca,you@company.com,Security Check,"Your account preferences need confirmation. Open the shared link to view the document.

Request ID: 7FHYGC2SU7
Portal: http://update-billing.example.org/E3621E

Thank you for your prompt attention.
HR",1
103,riley.wo6@service-mail.net,you@portal-access.org,Team Access Request,"We noticed an issue processing your recent request. Please confirm details. Use the secure portal to confirm.

Request ID: LJ0M00NB4T
Portal: http://signin-docs.example.info/UYT6A8

Failure to act may result in account suspension.
Registrar",1
104,taylor.prd@company.com,you@example.com,Re: Previous Conversation,"We noticed an issue processing your recent request. Please confirm details. Open the shared link to view the document.

Request ID: RHHD2KL5YQ
Portal: http://signin-docs.example.info/CCL2TK

This request is time-sensitive.
IT Support",1
105,drew.oy8@example.com,you@example.com,Shared File: Review Needed,"Your access may require re-authentication due to routine checks. Please sign in to review.

Request ID: FOCDM561WV
Portal: http://portal-access.org/SXRO4K

Failure to act may result in account suspension.
Project Office",1
106,sam.k7z@service-mail.net,you@service-mail.net,Invoice Attached,"Hi, please review the attached document and confirm receipt. Confirm your details at the portal.

Request ID: XHDVIWXIW4
Portal: http://service-mail.net/RU7847

This request is time-sensitive.
Student Services",1
107,jordan.5cv@service-mail.net,you@service-mail.net,Document Signature Request,"We noticed an issue processing your recent request. Please confirm details. Confirm your details at the portal.

Request ID: UGWO9R6RK0
Portal: http://signin-docs.example.info/88I568

Do not ignore this message.
Student Services",1
108,sam.hzv@company.com,you@example.com,Re: Previous Conversation,"Your access may require re-authentication due to routine checks. Please sign in to review.

Request ID: D57DXQBY4I
Portal: http://signin-docs.example.info/G3DEVE

If you did not request this, confirm immediately.
Security Team",1
109,taylor.9w7@company.com,you@university.ca,Invoice Attached,"Your account preferences need confirmation. Use the secure portal to confirm.

Request ID: 49LMS41N3A
Portal: http://secure-login.example.com/4893ES

This request is time-sensitive.
Student Services",1
110,drew.nk8@service-mail.net,you@portal-access.org,Account Notice,"There is a pending approval on your account. Please sign in to continue. Sign in to approve the request.

Request ID: 4PS4NJBHF7
Portal: http://secure-login.example.com/LM9YPD

Thank you for your prompt attention.
Payroll",1
111,morgan.dct@company.com,you@example.com,Updated Policy Document,"A voicemail message is ready. Sign in to listen. Confirm your details at the portal.

Request ID: VK4P9U77NY
Portal: http://secure-login.example.com/0XAY1G

This request is time-sensitive.
Registrar",1
112,sam.3l5@company.com,you@example.com,Invoice Attached,"Your account preferences need confirmation. Open the shared link to view the document.

Request ID: 67UMVB8KBX
Portal: http://secure-login.example.com/8F7KTZ

This request is time-sensitive.
Student Services",1
113,cameron.340@service-mail.net,you@portal-access.org,Action Needed: Confirm Details,"A shared file requires verification to display correctly. Sign in to approve the request.

Request ID: 7K60U850TB
Portal: http://signin-docs.example.info/HXEXMN

Do not ignore this message.
Logistics",1
114,jamie.soe@company.com,you@university.ca,Re: Previous Conversation,"Hi, please review the attached document and confirm receipt. Sign in to approve the request.

Request ID: 0ZN1QEF8XZ
Portal: http://service-mail.net/4KYTPX

Failure to act may result in account suspension.
Security Team",1
115,drew.o4v@portal-access.org,you@portal-access.org,Account Notice,"There is a pending approval on your account. Please sign in to continue. Open the shared link to view the document.

Request ID: MBP0FSH1SO
Portal: http://signin-docs.example.info/1WO5Y3

Failure to act may result in account suspension.
Payroll",1
116,sam.vzr@service-mail.net,you@company.com,Shared File: Review Needed,"There is a pending approval on your account. Please sign in to continue. Open the shared link to view the document.

Request ID: ORP6OL2FJM
Portal: http://portal-access.org/9SHLZ2

Thank you for your prompt attention.
IT Support",1
117,cameron.qt4@company.com,you@portal-access.org,Team Access Request,"A shared file requires verification to display correctly. Please sign in to review.

Request ID: VEMN02ZGQ6
Portal: http://signin-docs.example.info/GMW9AY

If you did not request this, confirm immediately.
IT Support",1
118,sam.52n@service-mail.net,you@example.com,Action Needed: Confirm Details,"Your account preferences need confirmation. Sign in to approve the request.

Request ID: OF1ZU08IY3
Portal: http://portal-access.org/J6L8U9

Do not ignore this message.
Project Office",1
